"Data Source","World Development Indicators",

"Last Updated Date","2020-03-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.3887014939933","41.5934504535205","41.777813832617","41.8893299520163","42.3113932693292","42.7080828646036","42.8657237496677","42.9497356003751","43.058310187984","43.1974772131873","43.6377189612076","43.9455724904067","44.0624232007919","44.4462716422943","44.3415490947176","44.6729554433082","44.8303778723737","44.927784911618","45.0453964323298","45.1919788224904","45.0840172059163","45.2788720059228","45.4270974832897","45.5509304838349","45.7251870822867","45.889675356294","46.1528303682784","46.3293235386434","46.3723015249085","46.4175100477935",
"Austria","AUT","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.0341677222639","41.1292977694184","41.6504145473984","41.9246188966997","42.9880608822375","43.2944738144256","43.192647562793","43.336897713279","43.5197160349898","43.5067261552184","43.5129694446005","43.7543784633758","44.2920881446511","44.3685646061133","45.1139870940551","45.2567145565138","45.4368963969304","45.4899444491957","45.7311242705886","46.0477900367534","46.1393251301631","46.3345496607677","46.5065254884266","46.5775205750196","46.706875453227","46.6744664057139","46.7113406998996","46.6309052501041","46.6261554063568","46.62219495864",
"Azerbaijan","AZE","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.6556111154157","44.6699305386344","44.8900924516826","45.2966261171733","45.7831268617182","46.1661022477152","46.2884098642364","46.3375955075381","46.3210177859986","46.3413960495724","46.6552331788383","46.859949961908","47.0405815969836","47.2116436986817","47.3884914894621","47.5797284675017","47.7857678911714","48.0074772186925","48.2402816535483","48.4786600341994","48.7153642440897","48.9770564909759","48.9600467800671","48.8924200351655","48.9474283992087","49.0206393624588","48.7808220942561","48.7208507615831","48.7098752228728","48.690524625943",
"Burundi","BDI","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0842770436042","52.1917728425361","52.3372049056515","52.4982081258887","52.6470464884257","52.7614859385942","52.6567458171585","52.5241700738905","52.3725251377354","52.2589364623775","52.1599059138574","52.1371530278964","52.1121685824782","52.0867519155122","52.057554286988","52.024353158679","51.9773276659604","51.9323918348648","51.8937760427144","51.8656926825823","51.8501978490488","51.8962798626192","51.9517828340284","52.0115874163866","52.0697875125984","52.0241761115634","51.9801562879162","51.928490737042","51.9118838580469","51.8964312366432",
"Belgium","BEL","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.0892121714912","39.8576922305327","40.4625771975925","41.1049345412031","41.2132347465904","41.4076985533448","41.519377931669","41.8855998048502","42.2232171079612","42.8668422257843","42.9850613634133","42.340000352867","42.7728684087852","42.977674063001","43.6394750320877","43.9405293047851","44.1962613596154","44.4658890020757","44.7386895263064","44.9255891468335","45.1402922983842","45.2412838061347","45.2703783273049","45.6468177538006","45.9818080865301","46.0490790676097","45.9262352150283","45.8425717209555","45.8424531286933","45.8558794388803",
"Benin","BEN","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.7440821544039","41.6491573524038","41.566999394318","42.0499734584308","42.5445569519462","43.0534994662937","43.5938583957389","44.1494845982181","44.7160577736039","45.2908156520402","45.8714142709727","46.4468919411172","47.0297879363556","47.3963902062979","47.7537183539944","48.1029127395719","48.4711783574943","48.8343585192983","49.1851635379344","49.5195843235729","49.8331066308302","49.0866702160153","49.0903673876702","49.1158117445633","49.1479070068328","49.1718141456603","49.195409068155","49.2415787660487","49.2556693155268","49.2800036195708",
"Burkina Faso","BFA","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4864872277671","48.4454189508237","48.2007058441232","47.9487964264233","47.6816956675291","47.409789764768","47.125781847201","46.8239188219278","46.5107334337084","46.1810068875991","45.8242238376464","45.4417952314165","45.0388685521862","44.6252424406063","44.1896867054144","43.7455928330804","43.273722473781","43.3418817540219","43.4338682445408","43.5555049156621","43.7096471339592","43.8957451829595","44.1233259437317","44.3963315371169","44.7153335123689","44.7184254987368","44.7288359272702","44.7508494746444","44.6578023725496","44.569561825606",
"Bangladesh","BGD","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9943628292689","20.1192501909254","20.2897283390266","20.5017659982862","20.7459130967778","21.0170977148505","21.2710051432582","21.555790967487","21.8576184515334","22.1621239447326","22.4593642278102","22.6924782773463","22.9282055324094","23.1646386642878","23.4053827629668","23.6586230467825","23.8675389787923","24.3818434075835","24.9080955708277","25.4351789485032","25.9578050551823","26.4447978860098","26.9232231620388","27.3973791553109","27.873269261946","28.3552331210507","28.841212668446","30.2460435015662","30.385053974007","30.5215537787433",
"Bulgaria","BGR","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1091652211579","48.2274023940388","48.347968503937","48.2039338031499","48.0154855218841","47.7713406161148","47.5059576094463","47.1850618711992","46.8099895901124","46.383979860422","45.9047805805662","46.8964335975641","46.9354858991557","46.2878474900478","46.4168601422266","45.9813838364898","46.3880463718534","46.2857609618471","45.8397554700109","45.789092936321","46.1992333082999","46.5040459160236","46.6384107006456","46.6504382445986","46.521057026359","46.5214424439662","46.3303945205328","46.418093513973","46.4378922971378","46.4545159155697",
"Bahrain","BHR","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6140447884988","17.5864086408641","17.918557153981","18.2848757991825","18.6871294316944","19.114639720919","19.635619862884","20.1502163321565","20.6213832077311","21.0046493101577","21.2674497786857","21.4188388807395","21.432553352678","21.3619944867502","21.2377345706646","21.0947235621194","20.9096961699311","20.7553678294943","20.7019972154599","20.8017132107887","21.0674011765414","21.0237026277565","21.2771422121469","21.5617057706199","21.7403512657352","21.7326245830093","21.4173413606291","20.9463954444256","20.3827887002908","19.9486954902374",
"Bahamas, The","BHS","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9202670604096","45.9776337566318","46.0601794299579","46.1813816435665","46.344173537634","46.555114021849","46.7698744199674","46.9642869105598","47.3068223659986","47.7190899588339","47.9425825186087","48.0650581939716","48.1273851343562","47.9909864916286","47.9448623014047","48.0055687737857","48.0359084446179","48.0285193711337","47.8820329491228","47.6643004950625","47.6945422444853","47.628291099033","47.6746200254389","47.5734150136134","47.4328329668228","47.2011825127454","47.1162168541978","47.1455392214941","47.1521514784403","46.9651873505182",
"Bosnia and Herzegovina","BIH","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4883176231473","40.5137269254497","40.5190456757331","40.511336855945","40.5082620612693","40.4937672116753","40.4869518355984","40.4781411810972","40.4424042920697","40.3673187465106","40.298096083278","40.2388642782049","40.1688390626055","40.0955975585772","40.0177991498037","39.7756530685422","39.7055998652727","39.6602412788845","39.6369519750602","39.5428799251203","39.4947176171588","39.4564289292521","39.3976580111305","39.3784378166352","39.3435809516388","39.1933311250966","38.7669737803061","39.1321549072885","39.1260646897018","39.1148317171866",
"Belarus","BLR","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3588566437477","48.3679441556056","48.3104748701978","48.2717087186179","48.2518837112496","48.2829084508653","48.3575795036805","48.4626975249398","48.5732489182649","48.6519711385882","48.7833849517216","48.9386933294431","49.0656786807959","49.1681298521851","49.257990578475","49.3331694648552","49.4329053258608","49.5157473747716","49.5796853931513","49.6205948524713","49.6415069615134","49.6715671493779","49.6803757136107","49.6734958796751","49.6633474930955","49.6525172576373","49.6836368016303","49.6727840884731","49.6650782685511","49.6630040016642",
"Belize","BLZ","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2677810765458","29.7283250649657","30.30611615133","30.5126574612403","30.3004253679359","30.3409302792559","30.484291397997","31.0875566435752","31.6733928196774","32.2487253120788","32.8208966896444","33.4205244277417","34.0153165035837","34.6036570420119","35.1968859302719","35.7884677797411","36.3769162026535","36.9839317920971","37.5945383085668","38.2031975090566","38.7985070884643","39.3759490034609","39.9208736594298","39.7806529222815","39.6859412988445","39.6453338738706","39.8814257397538","39.9501823578817","40.1391645665604","40.4815557120416",
"Bermuda","BMU","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3209062975911","40.5506012424911","40.7113073354679","40.9399446155972","41.172961017838","41.3957713115016","41.5770540570753","41.7638314363046","41.9038017875902","42.0300572048594","42.1666993383509","42.3692569453955","42.564650044745","42.7576914551316","42.949818478912","43.137453643809","43.3274859259438","42.85218322807","43.231615940295","43.3282873114722","43.1409549916063","42.9873782217506","42.1167847511624","42.5226197129658","42.8114715525133","40.7544288760138","42.8381417660968","41.8102671933787","41.8268076980631","41.8476055222868",
"Brazil","BRA","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.292506975861","34.9792678843585","35.6624542917295","36.3407807415789","37.0125658553822","37.678805395245","37.7093106690398","38.0405493060393","38.6401200745772","39.3126742858246","39.9879997915331","40.6654303577715","41.3106915866641","41.5671814572813","41.9591945510453","42.446967575648","42.4948947347271","42.5176991388908","42.4601369445013","42.7018282629992","42.3549814595151","41.9991870547091","42.2724630220014","42.2842201448224","42.3873397430786","42.7158735613044","42.8609853441144","43.3754780164592","43.3847765410249","43.3919483837397",
"Barbados","BRB","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8084795321637","47.2451068042943","47.227777294728","47.4418438704153","47.6590171322344","47.7876903043484","48.8519662686816","48.1959119322896","48.2532164910131","48.3117239486863","48.3690185371461","48.4052151026333","48.4427388406383","48.48371371445","48.5846757728632","48.6705944805259","48.7630616509927","48.8529989975133","48.9415859328329","49.0259024345954","49.2655176444612","49.1620111731844","48.9626772991699","49.3462179788446","49.7758944390089","49.3860863658925","49.4079586310692","49.3499224796228","49.3138334524707","49.2263917206493",
"Brunei Darussalam","BRN","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8267918941259","33.0412774296737","33.6695138812313","34.3428889325218","35.0915369695823","35.9354951370804","36.8696521509012","37.8904890126676","38.9398426146802","39.9245447577768","40.7610495478283","41.1908341928349","41.2058348414366","41.1582599412864","41.0971040760665","41.04899337591","41.1591147402003","41.2371247347998","41.3011949086501","41.3599995741351","41.4243630864863","41.5311962631214","41.6526589434896","41.7992890347279","41.9726354876478","42.1730358987229","42.4264109536759","42.7089513584781","42.8118491520381","42.8880733944954",
"Bhutan","BTN","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.6486199313054","39.6163687918037","39.6400956833318","39.7005578333891","39.7591025743845","39.7907539658725","40.2138979795802","40.6612813396993","41.1069991954948","41.5415853804196","41.9533025983131","42.3700409425303","42.6574589910244","42.8147710923378","42.8831737326815","42.9187695509118","43.119995810065","43.3241605293715","43.5067550818047","43.6488107286685","43.135356307046","42.7321834983136","45.1591403489825","41.0106379798004","39.7067253296039","40.3162403358385","40.2794211593478","40.2088566770723","40.1801071469524","40.2269071781465",
"Botswana","BWA","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3215841841712","40.6727985733385","40.9870723120367","41.3024842928514","41.6669837791935","42.1038709278796","42.3966671959797","42.7683798376426","43.1307812325866","43.6724815972572","44.3616588087618","44.6048111077323","44.8438653948627","45.0718445201651","45.2781378775918","45.4604697634437","45.6184655994344","45.8168960349893","46.021308707664","46.2669991670815","46.1486117798106","46.3998923332287","46.9927448596077","47.7466931991104","48.120188470352","48.3653312550605","48.4549496896078","48.4914078848005","48.4314952767889","48.3624524152506",
"Central African Republic","CAF","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.2918106118313","46.2815327445979","46.2748756782217","46.3206446146221","46.4026419025795","46.5077528489385","46.4794277068614","46.5086799941782","46.551943815159","46.6043636701632","46.6416233609503","46.5755395965805","46.5276557089097","46.4623158985334","46.458695571751","46.4515715613085","46.3683041183285","46.3080416843627","46.2625167807073","46.2402634181758","46.2492077690326","46.1074611857182","45.9852529360912","45.6958642567948","45.6181257729419","45.5830343068349","45.6866991317763","45.8265712619687","45.7873878795769","45.7607697089673",
"Canada","CAN","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.0826687314756","44.4208328708565","44.5964486299643","44.7136446908967","44.7331178306215","44.9327565952918","45.0264655114143","45.1360074006151","45.4046540365728","45.5117751198824","45.7018569811031","45.8490904328657","46.0768596721782","46.3331589136392","46.4442476059108","46.4158587678512","46.6705828168331","46.8506026578261","46.7988064352725","47.0251198062036","47.1298153324281","47.0825046972811","47.2148285746649","47.3002011441332","47.1759174901893","47.0399900215323","47.1645980094926","47.2643144620045","47.2795700875658","47.2940567524806",
"Central Europe and the Baltics","CEB","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.935537123759","45.8887289589329","45.9040374974918","45.8671296757266","45.8376198105222","45.669057534884","45.5115259981623","45.5704632876743","45.6102030542776","45.7657371257077","45.9238640678592","46.0161510290749","45.7625200038988","45.6814200897237","45.5368512941253","45.3805495803298","45.3319975287752","45.1434064326309","45.0246544226988","45.0930454090272","45.1732302443791","45.2160165592818","45.2695461924704","45.2211659255262","45.2040267291364","45.1383800276569","45.0928895581135","45.14182052085","45.1525429831522","45.1676917131694",
"Switzerland","CHE","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1406496624042","42.9308187450186","43.2907508972522","43.1947867778641","43.0635137304663","43.0157489224692","43.5960683870272","43.7508729287896","44.2557401345701","44.4052140614077","44.3059533889399","44.8928753432977","45.2587834177459","45.3240934318968","45.4128271157542","45.7139590272864","45.7263189800841","45.6133647074555","46.203004995324","46.2603204734845","45.7889036791091","45.8808521888563","46.0305129625271","46.1934406075099","46.4320755468932","46.4949296339344","46.5819212217088","46.4703309069857","46.5237567229095","46.5761232796344",
"Channel Islands","CHI","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.321391866099","41.275657683436","41.507651615341","41.7291274779337","42.0977693402943","42.0989212761074","42.017659161047","42.2109272132633","42.4979384181028","42.9747393966135","43.107762569565","43.1709802323212","43.4909806670801","43.5867158671587","43.3728167034732","43.4426446806818","43.6029479381511","43.5799386088133","43.4963378686267","43.4679637363757","43.6745241396697","43.0430658319105","43.1273469593488","43.2504952729644","43.5687898802194","43.7550133896067","43.8768138125268","43.9441201102062","43.9143944503324","43.8011674877438",
"Chile","CHL","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.1877231711291","32.3380673925094","32.6331998836809","32.7736311524949","32.876464506778","33.1821874701088","33.5184432049718","34.2226057088126","34.3856395168768","34.5413731143119","34.8057403734682","34.4535492518395","34.5348461696915","35.5075409572577","36.4858755932933","37.0032131864856","37.2657045588983","37.8337945210523","38.8921545850567","39.3438543565126","39.7092901327112","40.4865261008047","40.700667548794","40.9731079245606","41.2918018744107","41.2167719649618","41.4773895992966","41.7601310353661","41.7901406338707","41.8159001855231",
"China","CHN","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.152227811872","45.1473407840919","45.1357901186106","45.120336003848","45.1050507026307","45.0918365684776","45.0914122690406","45.0893376870205","45.0870416174938","45.0918243212496","45.1051900453919","45.0234944332949","44.9430260886332","44.8571839214976","44.7609751938282","44.655412533926","44.551123559947","44.4445962575132","44.3378341133273","44.2298116181616","44.1168807380861","44.0989512142252","44.0927455191463","44.0729820482434","44.0505817630398","44.0148100693426","43.9695898688869","43.9183736299837","43.8174618331701","43.7134033202502",
"Cote d'Ivoire","CIV","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.9279315922054","33.0643765085813","33.23815574204","33.4400319750315","33.6627688167306","33.9268300836728","34.0842808016887","34.2301731662918","34.3991959897352","34.6881929368356","34.9900491732438","35.3130249926093","35.6537258007473","36.0095321713949","36.3763810071565","36.7496689089073","37.1252029383773","37.50388466217","37.8887557736188","38.2810416697178","38.68053763001","39.0882758365844","39.5016323198646","39.9200915165827","40.3432682699917","40.7711376937797","41.210248819424","41.427509295515","41.5713520065897","41.7066944300717",
"Cameroon","CMR","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.9677987290263","47.9052823654376","47.8633564357528","47.8262061109752","47.8447659723125","47.8913984567093","47.9238107931866","47.9844652746296","48.0610003052203","48.1439820851974","48.22322022212","48.2568874207742","48.2890622349752","48.3222335544362","48.3598044795821","48.3831768406399","48.3659704901283","48.3633775232783","47.9137543497136","47.4230240920731","46.8913724791793","46.8839676039969","46.886636525517","46.9025753853402","46.9297033417581","46.9697559348694","46.9987418264374","47.0380780035066","46.9891946116548","46.942446233254",
"Congo, Dem. Rep.","COD","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.4387692468157","51.2363593535106","51.0346072192675","50.8269447898331","50.7161454184917","50.6760299710895","50.5573437371632","50.443229890461","50.3856492186086","50.3248852368326","50.2480855104221","50.1453872251774","50.0880077961757","50.0526268199838","50.0312968661657","50.0124139452618","49.8048118441747","49.5865428041105","49.3583423517625","49.1215064328979","48.8769358733973","48.6239853038257","48.3648136656664","48.3524958858038","48.3675876075385","48.390702581599","48.3675555777484","48.3968837197858","48.3366117278987","48.2789470145228",
"Congo, Rep.","COG","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.5706793953282","49.6621458458648","49.7704761145227","49.8544085902019","49.8909559577428","49.9898478134307","50.0238460291704","50.0051330171875","50.0087955649452","49.9517578724675","49.9694038801739","49.8766286866495","49.8025883958502","49.7032750681535","49.6144392845595","49.5414531344638","49.4718390854412","49.3355669302756","49.2531805428234","49.1993616608749","49.1815341782993","49.0176628371881","48.8964684685278","48.8076869427127","48.7713319890132","48.7319183030292","48.7072731509503","48.7668429546383","48.74840985723","48.7505692403229",
"Colombia","COL","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.0903056553887","40.0741167932001","40.1210324917319","40.1102466658275","40.2270379702899","40.3792312639339","40.4847597391378","40.6801895045766","40.8229048627383","40.8125523712019","41.0189648164617","41.1295179614202","41.3596131676868","41.7550370806471","41.3113800400683","40.9866351300956","40.7764113651967","40.5712250135353","40.6751125903304","41.7219590359603","42.2262942073669","42.4214184495532","42.9167347952113","43.0509481689401","43.0149048286598","43.2289952859653","43.1748189307537","43.140016897914","43.1444904162203","43.1512166805148",
"Comoros","COM","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.3498838402939","36.1897987363488","36.2933146301548","36.3790419515655","36.406819674628","36.6248236042833","36.7876341685568","37.0670616052173","37.347911457197","37.6835276327984","38.1752862218713","38.5026737967914","38.8647391456192","39.2411537574919","39.6074160942648","39.9588764060143","40.232350664515","40.465054207603","40.675974181798","40.8969293933273","41.1095404321611","41.2644250401356","41.4263098542679","41.5968638661468","41.7560151103237","41.9146764243198","42.0548581164838","42.2395497123007","42.3358848827459","42.3105015242102",
"Cabo Verde","CPV","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.8805704099822","38.276121532913","38.680934373013","39.1034961871526","39.5583409333614","40.04514163187","40.6082746350498","41.191266869215","41.7745094011476","42.3278351199761","42.834801747939","43.2208488126175","43.5691953857764","43.871490593343","44.1207058507783","44.3098816446751","44.309186076127","44.2697202800703","44.2295545172692","44.2342170335427","44.3120797797933","44.6793596831711","45.0949448074659","45.545288045288","46.0033927125835","46.4518619021283","46.7150298633649","46.9540929435692","47.0872444099008","47.2561031428394",
